pattern,support,sequences
"[3, 0, 1, 0, 5]",5,"[0, 2, 3, 6, 9]"
"[0, 8, 0, 1, 0]",4,"[1, 3, 4, 8]"
"[6, 1, 0, 2, 0]",4,"[1, 4, 7, 9]"
"[0, 1, 0, 5, 3]",7,"[0, 3, 5, 6, 7, 8, 9]"
"[1, 0, 5, 0, 3]",5,"[0, 2, 3, 5, 7]"
"[4, 1, 0, 2, 1]",8,"[0, 2, 4, 5, 6, 7, 8, 9]"
"[3, 0, 4, 1, 0]",3,"[0, 5, 9]"
"[0, 5, 0, 3, 0]",5,"[3, 4, 5, 6, 7]"
"[1, 0, 2, 0, 5]",5,"[1, 4, 5, 6, 9]"
"[3, 0, 2, 0, 3]",3,"[2, 4, 5]"
"[4, 0, 3, 0, 1]",4,"[0, 3, 6, 7]"
"[0, 6, 1, 0, 1]",3,"[3, 4, 5]"
"[3, 0, 2, 1, 2]",4,"[2, 5, 8, 9]"
"[4, 1, 2, 0, 1]",4,"[3, 5, 6, 8]"
"[4, 0, 1, 0, 3]",3,"[5, 6, 7]"
"[0, 4, 1, 0, 3]",3,"[0, 4, 6]"
"[0, 3, 0, 5, 0]",5,"[2, 3, 6, 7, 8]"
"[2, 0, 5, 1, 0]",4,"[1, 5, 7, 9]"
"[0, 3, 2, 0, 3]",3,"[2, 3, 4]"
"[4, 1, 0, 3, 0]",7,"[0, 2, 4, 5, 6, 7, 8]"
"[4, 1, 2, 1, 0]",3,"[0, 4, 9]"
"[5, 1, 0, 2, 0]",3,"[1, 2, 3]"
"[4, 3, 0, 1, 0]",5,"[2, 4, 5, 6, 8]"
"[0, 3, 4, 1, 0]",7,"[0, 1, 2, 4, 5, 6, 7]"
"[0, 1, 0, 6, 1]",3,"[3, 7, 8]"
"[1, 0, 1, 0, 6]",4,"[4, 6, 7, 8]"
"[3, 0, 1, 0, 4]",3,"[0, 5, 7]"
"[0, 2, 0, 6, 0]",3,"[2, 4, 7]"
"[0, 2, 3, 0, 3]",3,"[3, 5, 8]"
"[0, 2, 1, 0, 5]",6,"[0, 2, 3, 4, 6, 8]"
"[1, 0, 5, 0, 2]",3,"[0, 4, 9]"
"[4, 1, 0, 1, 2]",4,"[1, 4, 6, 7]"
"[0, 2, 0, 5, 1]",3,"[1, 6, 9]"
"[3, 0, 3, 0, 2]",6,"[2, 5, 6, 7, 8, 9]"
"[1, 0, 6, 1, 0]",5,"[0, 3, 4, 5, 7]"
"[0, 5, 1, 0, 2]",5,"[1, 2, 3, 4, 8]"
"[2, 0, 3, 0, 3]",4,"[2, 6, 8, 9]"
"[1, 0, 1, 0, 5]",7,"[0, 1, 4, 5, 6, 7, 9]"
"[3, 0, 2, 0, 2]",4,"[0, 1, 2, 5]"
"[3, 0, 1, 0, 3]",7,"[1, 2, 4, 6, 7, 8, 9]"
"[1, 0, 5, 1, 0]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[4, 0, 2, 1, 0]",3,"[3, 4, 6]"
"[1, 0, 3, 0, 3]",7,"[0, 3, 4, 5, 6, 7, 8]"
"[3, 0, 3, 0, 1]",6,"[1, 2, 4, 6, 7, 9]"
"[3, 1, 0, 3, 0]",6,"[0, 3, 4, 6, 7, 9]"
"[5, 0, 1, 0, 1]",3,"[2, 7, 9]"
"[0, 1, 0, 5, 1]",3,"[6, 7, 8]"
"[1, 3, 0, 2, 1]",3,"[2, 4, 5]"
"[2, 0, 2, 3, 0]",3,"[2, 4, 5]"
"[0, 1, 3, 0, 3]",3,"[0, 4, 7]"
"[2, 0, 3, 2, 0]",3,"[2, 3, 4]"
"[2, 0, 3, 0, 2]",3,"[2, 3, 9]"
"[1, 0, 5, 0, 1]",5,"[0, 3, 4, 6, 7]"
"[0, 3, 1, 0, 3]",4,"[3, 4, 7, 8]"
"[2, 0, 2, 1, 2]",3,"[1, 4, 9]"
"[1, 2, 1, 0, 3]",3,"[4, 7, 9]"
"[5, 1, 0, 1, 0]",3,"[0, 7, 9]"
"[2, 1, 2, 0, 2]",4,"[1, 2, 4, 5]"
"[0, 2, 0, 2, 3]",3,"[2, 4, 5]"
"[0, 5, 1, 0, 1]",4,"[0, 6, 7, 9]"
"[4, 1, 0, 2, 0]",3,"[1, 4, 5]"
"[1, 3, 0, 3, 0]",6,"[0, 1, 4, 7, 8, 9]"
"[0, 2, 1, 3, 0]",3,"[1, 3, 4]"
"[0, 5, 0, 1, 0]",7,"[0, 2, 3, 4, 6, 7, 9]"
"[2, 1, 0, 2, 1]",5,"[0, 2, 4, 5, 9]"
"[1, 3, 0, 2, 0]",3,"[2, 4, 5]"
"[4, 0, 1, 0, 1]",4,"[0, 5, 6, 9]"
"[0, 1, 0, 5, 0]",6,"[2, 3, 4, 6, 7, 9]"
"[0, 2, 1, 0, 3]",8,"[0, 2, 4, 5, 6, 7, 8, 9]"
"[1, 0, 2, 0, 3]",5,"[1, 2, 3, 4, 5]"
"[2, 1, 2, 0, 1]",3,"[0, 4, 9]"
"[0, 3, 1, 0, 2]",3,"[4, 5, 6]"
"[4, 1, 0, 1, 0]",6,"[0, 1, 4, 5, 6, 7]"
"[2, 1, 0, 1, 2]",6,"[0, 1, 2, 6, 7, 9]"
"[0, 3, 0, 2, 1]",5,"[1, 2, 4, 8, 9]"
"[0, 3, 0, 1, 2]",4,"[5, 6, 7, 9]"
"[3, 0, 2, 1, 0]",5,"[2, 4, 5, 7, 8]"
"[1, 2, 0, 1, 2]",4,"[0, 4, 8, 9]"
"[1, 2, 1, 0, 2]",5,"[0, 2, 4, 5, 9]"
"[0, 1, 2, 1, 2]",4,"[2, 3, 4, 7]"
"[0, 3, 0, 3, 0]",9,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 2, 3, 0, 1]",3,"[5, 7, 9]"
"[3, 0, 2, 0, 1]",4,"[0, 2, 5, 9]"
"[1, 2, 0, 3, 0]",4,"[2, 3, 5, 9]"
"[1, 2, 0, 2, 1]",4,"[0, 2, 4, 8]"
"[0, 2, 0, 1, 3]",4,"[0, 5, 7, 9]"
"[1, 0, 3, 0, 2]",9,"[0, 1, 2, 4, 5, 6, 7, 8, 9]"
"[1, 2, 1, 2, 0]",3,"[1, 2, 3]"
"[0, 1, 2, 0, 3]",5,"[0, 2, 4, 5, 8]"
"[3, 1, 0, 2, 0]",3,"[2, 3, 4]"
"[0, 4, 1, 0, 1]",5,"[0, 4, 5, 6, 7]"
"[3, 0, 1, 0, 2]",6,"[0, 1, 3, 5, 6, 7]"
"[1, 0, 2, 1, 2]",8,"[0, 1, 2, 3, 4, 5, 6, 8]"
"[0, 2, 1, 2, 1]",4,"[2, 4, 5, 9]"
"[1, 0, 4, 1, 0]",4,"[0, 3, 4, 6]"
"[2, 0, 2, 0, 2]",4,"[2, 4, 5, 9]"
"[2, 1, 0, 3, 0]",6,"[0, 4, 5, 6, 7, 8]"
"[2, 0, 1, 0, 3]",5,"[0, 2, 5, 6, 8]"
"[0, 1, 0, 4, 1]",3,"[5, 6, 7]"
"[3, 0, 1, 2, 0]",4,"[4, 5, 6, 7]"
"[0, 2, 0, 1, 2]",5,"[1, 2, 4, 5, 9]"
"[2, 0, 1, 2, 0]",5,"[0, 2, 4, 5, 9]"
"[0, 1, 2, 0, 2]",5,"[0, 2, 4, 5, 6]"
"[0, 4, 0, 1, 0]",3,"[3, 6, 7]"
"[0, 3, 0, 2, 0]",6,"[0, 2, 3, 4, 5, 9]"
"[1, 2, 1, 0, 1]",4,"[0, 6, 7, 9]"
"[1, 0, 1, 3, 0]",3,"[5, 6, 7]"
"[3, 0, 1, 0, 1]",7,"[0, 1, 2, 3, 6, 7, 8]"
"[2, 0, 1, 0, 2]",4,"[1, 4, 5, 9]"
"[1, 0, 3, 0, 1]",7,"[0, 2, 4, 6, 7, 8, 9]"
"[1, 2, 0, 2, 0]",3,"[2, 4, 9]"
"[0, 1, 3, 0, 1]",3,"[5, 6, 9]"
"[0, 2, 0, 2, 1]",7,"[0, 1, 2, 3, 4, 5, 7]"
"[1, 0, 2, 0, 2]",7,"[0, 1, 2, 3, 4, 5, 6]"
"[1, 0, 1, 2, 1]",5,"[0, 2, 5, 6, 7]"
"[0, 2, 1, 2, 0]",6,"[0, 1, 2, 4, 5, 9]"
"[2, 1, 0, 2, 0]",6,"[0, 2, 3, 4, 5, 9]"
"[1, 3, 0, 1, 0]",4,"[1, 5, 6, 9]"
"[1, 0, 1, 0, 3]",5,"[0, 2, 5, 6, 7]"
"[0, 1, 3, 1, 0]",3,"[5, 7, 8]"
"[0, 2, 1, 0, 2]",7,"[0, 2, 3, 4, 5, 6, 9]"
"[0, 2, 0, 3, 0]",3,"[2, 3, 9]"
"[1, 0, 3, 1, 0]",8,"[1, 2, 3, 4, 6, 7, 8, 9]"
"[2, 0, 2, 1, 0]",5,"[0, 2, 5, 7, 8]"
"[0, 1, 0, 3, 1]",4,"[2, 4, 6, 7]"
"[1, 0, 2, 1, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 3, 0, 1, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 1, 0, 1, 0]",7,"[0, 2, 4, 6, 7, 8, 9]"
"[1, 0, 1, 2, 0]",6,"[0, 2, 4, 7, 8, 9]"
"[0, 1, 0, 3, 0]",8,"[1, 2, 3, 4, 5, 6, 7, 9]"
"[0, 2, 0, 2, 0]",4,"[2, 3, 4, 5]"
"[0, 1, 0, 1, 2]",5,"[0, 2, 6, 7, 8]"
"[0, 1, 2, 1, 0]",3,"[6, 7, 9]"
"[1, 0, 1, 0, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 2, 0, 1, 0]",5,"[4, 5, 6, 7, 8]"
"[1, 0, 2, 0, 1]",7,"[0, 2, 4, 5, 7, 8, 9]"
"[0, 1, 0, 2, 1]",6,"[1, 3, 4, 6, 8, 9]"
"[0, 2, 1, 0, 1]",7,"[0, 1, 2, 4, 5, 6, 7]"
"[0, 2, 0, 1, 0]",6,"[0, 1, 2, 5, 8, 9]"
"[1, 0, 1, 0, 1]",6,"[0, 2, 4, 6, 7, 8]"
"[0, 1, 0, 2, 0]",8,"[2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 1, 0, 1, 0]",9,"[0, 1, 2, 3, 4, 6, 7, 8, 9]"
